ID,ESTATUS,OPTIMIZADA
47568969689,in_container,
47568757925,,
47571966421,in_container,A3_AM3
47577907367,in_container,F1_AM3
47563708420,,
47577213282,in_container,H4_AM3
47555256731,,
47572529922,in_container,A5_AM3
47571620877,in_container,B4_AM3
47575703435,in_container,B8_AM3
47577546797,in_container,D2_AM3
47571678284,in_container,F1_AM3
47550323112,,
47572062999,in_container,F2_AM3
47570400010,,
47572024809,in_container,D1_AM3
47571371091,in_container,B9_AM3
47570882144,in_container,B6_AM3
47577881278,in_container,G4_AM3
47577276170,in_container,C7_AM3
47571634844,sorting,
47571802602,in_container,A6_AM3
47577056832,,
47578770552,in_container,H3_AM3
47578225444,in_container,A10_AM3
47563706674,in_container,D6_AM3
47578175777,in_container,G1_AM3
47565925150,in_container,C6_AM3
47570121668,in_container,C4_AM3
47576106611,in_container,D2_AM3
47567889603,in_container,H5_AM3
47568285229,,H1_AM3
47571922540,sorting,
47563402417,in_container,D1_AM3
47570381329,in_container,
47575008485,sorting,
47555414712,,
47570200810,in_container,B7_AM3
47558138514,sorting,C6_AM3
47555496015,,C1_AM3
47570970155,sorting,
47577043537,in_container,C6_AM3
47563280857,in_container,F3_AM3
47557548405,,D5_AM3
47571630790,,
47555560909,,A2_AM3
47570634644,in_container,A3_AM3
47559590192,sorting,
47571393087,in_container,B7_AM3
47577428704,in_container,D6_AM3
47571573430,sorting,
47566674632,in_container,D1_AM3
47561538366,in_container,F7_AM3
47575663831,sorting,
47570685396,in_container,H2_AM3
47569051291,sorting,A10_AM3
47572002375,in_container,D4_AM3
47569089890,sorting,
47570464876,sorting,H1_AM3
47571598228,in_container,B5_AM3
47571171258,in_container,B6_AM3
47576000757,in_container,B4_AM3
47567056535,,
47571451351,,
47560518477,in_container,C1_AM3
47575007239,sorting,
47575030833,in_container,A9_AM3
47566533328,in_container,
47556260614,,G5_AM3
47571706024,in_container,B2_AM3
47574783186,in_container,C3_AM3
47562267467,,
47568270724,in_container,F1_AM3
47577122602,in_container,A8_AM3
47571676065,,
47567924100,sorting,H5_AM3
47576432035,in_container,
47570750227,sorting,
47574030917,in_container,D7_AM3
47571649935,sorting,
47574764142,sorting,
47562488329,,
47562866069,,
47573714957,in_container,B4_AM3
47569336461,,
47563167308,,
47565377686,,D6_AM3
47571146289,in_container,D2_AM3
47553679695,,H8_AM3
47575640785,in_container,A3_AM3
47570088636,sorting,
47577432174,in_container,A6_AM3
47571031095,in_container,H8_AM3
47557456781,,D1_AM3
47572206406,,
47571632709,sorting,
47569831762,in_container,G9_AM3
47563439853,sorting,
47575775719,in_container,C7_AM3
47572227610,sorting,
47569899953,sorting,
47566308483,,
47568565697,sorting,
47563405824,,
47568744329,,
47576521499,,
47575998898,in_container,H4_AM3
47575317553,in_container,D7_AM3
47571543768,,
47571702775,in_container,H4_AM3
47549980110,,
47548590108,,B4_AM3
47569004498,in_container,F5_AM3
47567645649,sorting,
47568651687,in_container,F5_AM3
47566149145,in_container,A9_AM3
47570553296,in_container,A8_AM3
47550916799,,G6_AM3
47573517191,in_container,H3_AM3
47568316353,,
47576380016,,
47567495444,,
47567543209,sorting,
47569046613,sorting,A10_AM3
47565129595,,
47578412772,in_container,F1_AM3
47575819270,in_container,H2_AM3
47571566858,in_container,D5_AM3
47567978261,in_container,C5_AM3
47564610487,in_container,G2_AM3
47570488859,in_container,A7_AM3
47569839255,sorting,D5_AM3
47570659145,sorting,G4_AM3
47577162186,,
47568048536,sorting,A5_AM3
47563488599,in_container,G5_AM3
47571962156,in_container,C2_AM3
47567903062,,
47571660219,in_container,H4_AM3
47570722357,in_container,G7_AM3
47562732940,sorting,
47577899563,in_container,C4_AM3
47575750793,in_container,A1_AM3
47572199264,in_container,C3_AM3
47573471903,sorting,
47556987027,,
47572651225,sorting,
47566364395,,
47571178622,,
47576688281,,
47571997921,in_container,D1_AM3
47558794781,in_container,B2_AM3
47578361203,in_container,C3_AM3
47563490550,in_container,H3_AM3
47576976186,in_container,D1_AM3
47578330896,in_container,G8_AM3
47563769445,,
47575862446,,F7_AM3
47572039082,in_container,D1_AM3
47575532890,in_container,F4_AM3
47573842418,in_container,
47570349154,in_container,A7_AM3
47566308463,,
47572138447,in_container,
47560799701,sorting,D8_AM3
47577889284,in_container,G7_AM3
47576911987,,
47563692848,sorting,
47563208361,,
47572050275,in_container,D8_AM3
47557740319,,
47575512775,sorting,
47576721179,,
47569609807,in_container,D8_AM3
47575695074,sorting,D3_AM3
47577035283,in_container,A5_AM3
47570664313,,
47554647779,,F2_AM3
47571575777,,D4_AM3
47571396060,in_container,F1_AM3
47558235148,sorting,F3_AM3
47563538228,,
47563267698,in_container,G10_AM3
47557845913,sorting,
47571905327,,B1_AM3
47568728807,in_container,A2_AM3
47563475507,,
47572325856,,
47576341141,,
47548347932,,B8_AM2
47576511350,sorting,
47576642276,,D4_AM3
47571573149,in_container,A8_AM3
47575370964,,
47570963959,in_container,G3_AM3
47571977135,,
47563096615,in_container,H3_AM3
47558009519,in_container,
47561016152,in_container,G2_AM3
47574960766,in_container,
47562819073,in_container,D1_AM3
47575085725,sorting,
47577772028,in_container,A4_AM3
47577404290,in_container,F1_AM3
47571753729,in_container,F4_AM3
47571753280,in_container,A6_AM3
47577078300,in_container,D8_AM3
47569321542,in_container,A8_AM3
47578563537,in_container,A6_AM3
47561508965,,
47578590067,in_container,D1_AM3
47570634512,,
47576937896,in_container,D7_AM3
47571807501,in_container,A4_AM3
47578740010,in_container,A7_AM3
47571696836,sorting,
47563351909,in_container,D2_AM3
47567053299,sorting,
47571953761,in_container,C4_AM3
47567404028,,
47563518303,,
47563403201,,
47578886268,in_container,A6_AM3
47563611228,sorting,
47572217768,in_container,A9_AM3
47574756219,in_container,D8_AM3
47558128722,sorting,
47573825166,sorting,
47577770823,in_container,H3_AM3
47577462958,in_container,A10_AM3
47557299683,,
47576460331,in_container,C2_AM3
47575767738,in_container,D2_AM3
47563822364,in_container,B5_AM3
47553330044,,
47577307657,in_container,C3_AM3
47560404571,,G10_AM3
47577043514,in_container,B6_AM3
47562841799,in_container,G5_AM3
47577440146,in_container,B9_AM3
47574615520,in_container,
47577870084,in_container,B1_AM3
47561886876,sorting,
47571998670,in_container,C9_AM3
47571361801,,
47571401554,,
47571213770,in_container,C2_AM3
47577394148,in_container,D7_AM3
47576880274,in_container,B1_AM3
47572070096,,
47569956054,sorting,
47565217854,in_container,F7_AM3
47555921258,,
47577332010,in_container,C7_AM3
47556230394,,
47563744048,,
47572050503,in_container,B5_AM3
47572267974,,
47570597966,,
47571183307,in_container,H2_AM3
47574703524,in_container,A5_AM3
47557684960,,A5_AM3
47577454384,in_container,H4_AM3
47571484323,,C2_AM3
47556964474,,
47571123153,in_container,B8_AM3
47567295062,,F2_AM3
47570035898,sorting,A9_AM3
47557065321,,B9_AM3
47557143468,sorting,
47571516957,,
47571625191,in_container,C9_AM3
47570521136,in_container,B9_AM3
47555770162,,
47580573112,in_container,F5_AM3
47563200981,sorting,
47568393332,in_container,G3_AM3
47566961506,in_container,D6_AM3
47575380612,in_container,G4_AM3
47570049806,in_container,G8_AM3
47575586217,in_container,C1_AM3
47569377247,sorting,
47571963779,,
47567733048,sorting,
47566152897,,
47567705676,in_container,G6_AM3
47577078578,sorting,
47573082569,in_container,H1_AM3
47571644473,,
47576346491,,
47575718025,in_container,C2_AM3
47578290786,in_container,A6_AM3
47571270326,in_container,G3_AM3
47578735705,in_container,A2_AM3
47570958331,,H6_AM3
47548855188,,
47572310696,in_container,A4_AM3
47563371058,sorting,
47573225483,in_container,H8_AM3
47568922011,sorting,B1_AM3
47571105260,,
47577598409,in_container,B6_AM3
47560322195,,
47576828479,in_container,
47563793781,,
47565432717,,
47577033677,in_container,B1_AM3
47576252529,in_container,G1_AM3
47578299148,in_container,B9_AM3
47576356220,in_container,D2_AM3
47563973758,sorting,
47562612346,,
47547652325,in_container,D3_AM3
47547225877,in_container,C6_AM3
47570601750,in_container,F7_AM3
47574964165,sorting,
47555414710,,
47569664356,in_container,D2_AM3
47570987183,in_container,D3_AM3
47571979117,in_container,F5_AM3
47575921701,in_container,G4_AM3
47562902271,in_container,B7_AM3
47566285038,,
47570740625,,
47566641674,,
47563463929,,B5_AM3
47567001979,,
47577119009,in_container,H1_AM3
47568397056,in_container,A4_AM3
47570863731,sorting,
47575435248,in_container,
47571432644,,
47554714359,,
47558068904,in_container,A8_AM3
47563528916,,
47577261629,in_container,B9_AM3
47563443343,,
47574382991,in_container,G2_AM3
47570779376,,C5_AM3
47562958132,,
47569619735,,
47577413412,sorting,
47571134877,sorting,
47571345401,in_container,F3_AM3
47567580856,,
47571800857,sorting,
47576772353,in_container,B3_AM3
47574431130,,
47575004349,sorting,
47577145513,in_container,H2_AM3
47566868546,sorting,D5_AM3
47580477828,in_container,A5_AM3
47576995248,in_container,A9_AM3
47544384204,,D3_AM3
47556114217,,
47571259884,in_container,D8_AM3
47578501186,sorting,
47555638223,,
47576570163,in_container,A5_AM3
47579737828,in_container,D1_AM3
47562956803,sorting,
47571733913,in_container,D8_AM3
47574988230,in_container,A1_AM3
47578397906,in_container,F2_AM3
47575734592,sorting,H7_AM3
47567215158,in_container,H5_AM3
47566654771,in_container,G5_AM3
47577975002,in_container,A7_AM3
47576679717,in_container,G5_AM3
47571422763,in_container,C3_AM3
47571649404,sorting,
47573286029,in_container,D2_AM3
47556814096,,
47550706885,,H3_AM3
47565742733,sorting,
47567703538,sorting,D8_AM3
47557381735,,
47576804043,in_container,F3_AM3
47566532466,sorting,H4_AM3
47576823843,in_container,A2_AM3
47570792100,in_container,D6_AM3
47557476465,,D1_AM3
47571808039,in_container,B1_AM3
47572138611,sorting,
47565204446,in_container,
47570747944,in_container,D8_AM3
47574768098,,
47577278715,in_container,F1_AM3
47563546281,in_container,G6_AM3
47567233585,in_container,B1_AM3
47568804559,in_container,F1_AM3
47551342753,,
47569677949,in_container,D8_AM3
47571716415,in_container,G8_AM3
47578080068,in_container,D2_AM3
47572552150,in_container,C6_AM3
47576490439,,
47571956869,in_container,B5_AM3
47557474231,,
47562405665,,
47563287107,,A1_AM3
47548833841,,C8_AM3
47551372698,,
47578030533,in_container,A9_AM3
47572161518,in_container,A3_AM3
47576401521,,F7_AM3
47571919334,,
47474557832,,D1_AM3
47571430640,,
47571130951,in_container,H4_AM3
47571272531,in_container,H5_AM3
47568202201,sorting,
47571644223,in_container,G6_AM3
47577139673,in_container,H8_AM3
47569158396,in_container,A7_AM3
47569158396,in_container,A5_AM1
47552752912,,
47557185931,,H4_AM3
47575812399,in_container,B6_AM3
47551208521,,
47568820943,,
47573424446,in_container,H7_AM3
47576120792,in_container,C1_AM3
47574305539,,
47572071807,,
47568724755,in_container,F5_AM3
47570625843,sorting,G8_AM3
47563167306,,
47571929783,sorting,
47577064718,in_container,D5_AM3
47571678364,in_container,D4_AM3
47577788234,sorting,H5_AM3
47563552245,sorting,
47571440708,in_container,H8_AM3
47577400958,sorting,
47565483311,in_container,B6_AM3
47574370924,in_container,B3_AM3
47573101752,in_container,C1_AM3
47570682028,in_container,B1_AM3
47575963762,in_container,
47571641460,sorting,
47563127470,,
47569748080,in_container,C6_AM3
47569172224,sorting,B1_AM3
47571979329,in_container,H5_AM3
47577956539,in_container,A3_AM3
47576263169,in_container,C1_AM3
47580057903,sorting,H1_AM2
47576541449,sorting,
47565370734,sorting,G5_AM3
47564020498,in_container,C7_AM3
47565702075,,
47575809911,in_container,A9_AM3
47568652716,in_container,A2_AM3
47567880124,sorting,
47553951903,,
47571859762,in_container,C3_AM3
47555559953,,
47569868630,in_container,A1_AM3
47568281177,in_container,C6_AM3
47570791914,in_container,D5_AM3
47577729994,in_container,D3_AM3
47577375100,in_container,D2_AM3
47569594530,,
47571637898,sorting,
47577889871,in_container,B4_AM3
47574624349,in_container,B7_AM3
47575512129,in_container,C4_AM3
47568948665,in_container,D6_AM3
47568777223,,
47554131732,,G10_AM3
47574422749,sorting,F10_AM3
47571919235,,
47560862112,in_container,H6_AM3
47572357565,,
47558145386,in_container,G2_AM3
47567794144,sorting,A10_AM3
47568665175,,
47576568490,,
47571963238,sorting,A2_AM3
47563677767,in_container,A10_AM3
47570651105,sorting,B9_AM3
47578544037,in_container,G8_AM3
47549637287,,D7_AM3
47576256130,in_container,A10_AM3
47552164982,,
47577502357,sorting,
47575516026,,H8_AM3
47574939753,in_container,D3_AM3
47548533477,,D4_AM3
47556310655,,
47556894747,sorting,
47571920467,in_container,A2_AM3
47572001913,sorting,C6_AM3
47575900294,in_container,D1_AM3
47578705192,sorting,D7_AM3
47569021243,in_container,G3_AM3
47571362169,,
47570438046,in_container,H4_AM3
47575689656,in_container,F1_AM3
47573594362,in_container,D3_AM3
47576580252,,B8_AM3
47573626999,in_container,F3_AM3
47574826245,in_container,C6_AM3
47577829173,in_container,G1_AM3
47572042318,in_container,C3_AM3
47571876800,,
47574423715,sorting,
47576411983,in_container,F4_AM3
47570755053,in_container,C3_AM3
47554017140,,H8_AM3
47560562107,sorting,G9_AM3
47578352056,in_container,F2_AM3
47575757569,sorting,
47576356260,in_container,D2_AM3
47576702233,in_container,A7_AM3
47573871063,sorting,
47566670415,in_container,D9_AM3
47570034745,in_container,D3_AM3
47571737378,sorting,
47558566767,sorting,
47565402967,,
47575474944,,
47568794195,in_container,B2_AM3
47565965253,in_container,
47573388953,sorting,C8_AM3
47570847755,sorting,G5_AM3
47565868385,in_container,A3_AM3
47571965930,in_container,G8_AM3
47563650119,sorting,
47577481255,in_container,A1_AM3
47567463544,sorting,
47572231564,in_container,H3_AM3
47569529119,,
47571082795,in_container,A10_AM3
47575540082,in_container,C7_AM3
47563356431,,
47566574385,,
47573689391,in_container,F2_AM3
47562955977,sorting,
47571889768,in_container,
47576301126,in_container,A6_AM3
47577588360,in_container,F2_AM3
47571875158,sorting,H7_AM3
47570725734,in_container,H3_AM3
47567263238,sorting,
47571318080,in_container,A4_AM3
47563781230,,
47577900357,in_container,H4_AM3
47575843788,sorting,C1_AM3
47568665922,in_container,A10_AM3
47576512685,in_container,C4_AM3
47572162650,in_container,F1_AM3
47577053391,in_container,C7_AM3
47558269914,sorting,
47571242564,sorting,
47568563193,sorting,B5_AM3
47576837333,in_container,G7_AM3
47576586031,,A7_AM3
47566646911,,
47571128375,in_container,H2_AM3
47563504241,in_container,F1_AM3
47570294017,,
47577659162,in_container,H2_AM3
47551540663,,C6_AM3
47554690698,,G5_AM3
47576668528,in_container,D1_AM3
47571434950,in_container,A6_AM3
47569907323,in_container,G4_AM3
47569650475,,
47562425115,in_container,A10_AM3
47577571208,in_container,B4_AM3
47568721580,in_container,B5_AM3
47577973227,in_container,G2_AM3
47563355406,sorting,
47576573118,in_container,D1_AM3
47571758188,in_container,B9_AM3
47571531470,,
47563547413,in_container,G2_AM3
47577579365,in_container,G5_AM3
47570943299,in_container,D2_AM3
47575169482,in_container,C1_AM3
47570615592,in_container,B4_AM3
47557087019,,
47570851283,in_container,A3_AM3
47563140599,in_container,F3_AM3
47576334074,sorting,
47570121723,sorting,
47577216213,in_container,H2_AM3
47578569450,in_container,B5_AM3
47571085013,in_container,H2_AM3
47571646282,in_container,A3_AM3
47556120384,,
47576469109,in_container,C4_AM3
47557868253,in_container,B6_AM3
47571261486,,
47574828790,sorting,
47571595916,in_container,H1_AM3
47571951068,in_container,F4_AM3
47570119589,in_container,D9_AM3
47563798562,in_container,D3_AM3
47573254878,,
47568097594,in_container,B6_AM3
47571708936,,
47570355387,in_container,C1_AM3
47567705326,,G3_AM3
47571086359,in_container,A5_AM3
47570389923,,
47571549476,,
47571041652,sorting,
47571491701,sorting,F5_AM3
47571747982,,H2_AM3
47571468449,sorting,A6_AM3
47576255382,in_container,A8_AM3
47571756872,in_container,C2_AM3
47556342963,,
47565719304,sorting,D5_AM3
47572195324,in_container,B8_AM3
47484958381,,G10_AM3
47576953443,in_container,B1_AM3
47576250358,in_container,B4_AM3
47562864593,in_container,H2_AM3
47566799057,in_container,C4_AM3
47568876571,sorting,
47577843208,in_container,G5_AM3
47570535780,in_container,C8_AM3
47567348378,in_container,H1_AM3
47571238688,,
47508032408,in_container,C9_AM3
47571733250,in_container,D6_AM3
47569131267,,
47578044901,in_container,C6_AM3
47568735461,,
47576203194,in_container,G3_AM3
47577135592,,
47562952993,in_container,G2_AM3
47569505920,,B2_AM3
47574808514,,
47563038159,in_container,A4_AM3
47566356312,,D5_AM3
47570758876,in_container,D4_AM3
47562636139,sorting,C3_AM3
47575216073,in_container,G1_AM3
47571590669,in_container,B3_AM3
47571094331,sorting,H8_AM3
47567661865,sorting,B6_AM3
47571715572,in_container,B1_AM3
47568710977,,
47559700115,sorting,
47565931484,,
47557932510,in_container,
47576527383,,
47563613376,in_container,
47572111375,sorting,
47576137136,,
47549980006,,
47576942037,in_container,
47570395660,in_container,G7_AM3
47568538234,sorting,
47575556447,in_container,G4_AM3
47567201770,sorting,
47570213698,in_container,C9_AM3
47563510839,,D5_AM3
47577337203,in_container,A6_AM3
47576469069,in_container,C4_AM3
47578663365,in_container,C4_AM3
47563462239,sorting,
47560554944,sorting,C1_AM3
47571829988,in_container,C7_AM3
47569602195,sorting,
47571745923,,
47572231244,in_container,D6_AM3
47566851383,,
47548210696,,
47572176204,in_container,A7_AM3
47574788653,sorting,
47578468770,in_container,C2_AM3
47540702858,sorting,
47574632969,in_container,B1_AM3
47563538064,,
47563679699,sorting,C7_AM2
47572262098,in_container,C2_AM3
47570710446,in_container,A2_AM3
47568946728,in_container,F1_AM3
47571938000,sorting,
47563471329,in_container,B5_AM3
47575544689,sorting,
47577113793,in_container,C9_AM3
47559103881,sorting,
47569581001,sorting,
47574721360,,F6_AM3
47567214481,sorting,H2_AM3
47571604415,in_container,B6_AM3
47574157658,,
47571625175,sorting,
47570416166,in_container,F3_AM3
47575567391,in_container,A3_AM3
47563172910,,
47562444865,in_container,H5_AM3
47566698943,in_container,A3_AM3
47577739881,in_container,A5_AM3
47563625736,,C4_AM3
47574582699,in_container,A6_AM3
47569514967,,D7_AM3
47577293638,in_container,A5_AM3
47567886763,sorting,
47577162802,,
47551796707,,
47572245962,in_container,D3_AM3
47563096383,in_container,D3_AM3
47551776348,in_container,D6_AM3
47577783673,in_container,D2_AM3
47570675787,in_container,D6_AM3
47567077397,,
47570585803,in_container,G7_AM3
47563807910,in_container,C1_AM3
47563388325,in_container,H7_AM3
47577904325,,A3_AM3
47577648115,in_container,B2_AM3
47573229229,in_container,A8_AM3
47578112763,in_container,B1_AM3
47570698825,sorting,H7_AM3
47568929628,,D2_AM3
47563459909,in_container,H6_AM3
47574966284,in_container,G4_AM3
47573579048,in_container,B2_AM3
47572348214,in_container,C8_AM3
47576364091,in_container,C3_AM3
47567028731,,C1_AM3
47568132302,in_container,
47571477671,in_container,
47569182487,,
47572130604,in_container,D8_AM3
47567605622,in_container,G8_AM3
47551592499,,
47569969643,sorting,
47573246297,in_container,B4_AM3
47578280817,in_container,G3_AM3
47570855523,,
47571164208,in_container,F6_AM3
47570982912,,F2_AM3
47563457810,in_container,A8_AM3
47576332794,,
47578672351,sorting,
47577409207,in_container,G9_AM3
47555193875,,G1_AM3
47576530633,in_container,B8_AM3
47556912263,,
47575134154,,
47569695577,sorting,
47575165433,in_container,C3_AM3
47579855458,in_container,F5_AM3
47575665545,in_container,F5_AM3
47563235160,,D5_AM3
47569077543,sorting,
47575993311,in_container,C6_AM3
47574094195,in_container,B3_AM3
47558524419,,
47563656160,sorting,
47571717838,,
47567206095,in_container,F2_AM3
47570987140,sorting,C2_AM3
47562398321,,
47569211914,in_container,
47576953934,in_container,G9_AM3
47576931954,in_container,
47563740338,,
47567000115,,
47562629509,in_container,F3_AM3
47577413508,in_container,H2_AM3
47566146380,in_container,F5_AM3
47572062612,,
47568316488,,
47566532484,sorting,
47568262645,in_container,D2_AM3
47580091769,in_container,C7_AM3
47548262942,,
47569613009,sorting,
47568377596,sorting,
47577354196,in_container,A9_AM3
47571498843,in_container,B3_AM3
47552267628,,D1_AM3
47570824782,in_container,B7_AM3
47569678848,sorting,
47572156928,in_container,C7_AM3
47576998169,in_container,D4_AM3
47568147551,in_container,D4_AM3
47571031121,in_container,B8_AM3
47568229078,,
47576057415,sorting,
47554169742,,A9_AM3
47555441349,,
47551170879,,
47572053029,,
47552192944,,G5_AM3
47577982582,in_container,G7_AM3
47574163767,in_container,A7_AM3
47570170885,in_container,B2_AM3
47555233899,,H2_AM3
47554527216,,
47577091816,,
47561642548,in_container,C3_AM3
47572239216,in_container,C2_AM3
47565620380,sorting,
47568596030,,
47544815648,,
47576941773,sorting,F10_AM3
47572120460,in_container,F8_AM3
47571587132,sorting,
47571291456,in_container,
47576933303,in_container,H2_AM3
47574561449,in_container,C1_AM3
47575829878,sorting,
47575833750,in_container,C6_AM3
47563511699,in_container,D1_AM3
47569266660,in_container,D8_AM3
47571170390,in_container,G2_AM3
47561512484,in_container,C1_AM3
